tc_id	model	rate	t_fall	t_rise	v_final	v_inter	GeneName	exp_id	TF
230	sigmoid	0.22795221209526062	NA	47.55543518066406	NA	1.0009980201721191	HEF3	1	ACA1
231	sigmoid	0.27590319514274597	NA	49.46299743652344	NA	-1.2704890966415405	HHF1	1	ACA1
232	sigmoid	0.2795030176639557	NA	51.858638763427734	NA	-1.3871350288391113	HHF2	1	ACA1
233	sigmoid	0.11403007805347443	NA	49.31059646606445	NA	-1.3657798767089844	HHO1	1	ACA1
234	sigmoid	0.0986529290676117	NA	51.871219635009766	NA	-1.2628990411758423	HHT1	1	ACA1
235	sigmoid	0.2772674858570099	NA	53.3316535949707	NA	-1.0355806350708008	HHT2	1	ACA1
236	sigmoid	0.18489877879619598	NA	40.889705657958984	NA	-0.6134941577911377	HIF1	1	ACA1
237	sigmoid	0.23128864169120789	NA	32.00709533691406	NA	-1.0516796112060547	HLR1	1	ACA1
238	sigmoid	0.07943287491798401	NA	33.07002639770508	NA	0.6305322051048279	HMS1	1	ACA1
239	sigmoid	0.2827547788619995	NA	51.314884185791016	NA	-0.9085613489151001	HMS2	1	ACA1
240	sigmoid	0.06166120246052742	NA	53.41973114013672	NA	1.2786773443222046	HOR7	1	ACA1
241	sigmoid	0.07732220739126205	NA	44.105010986328125	NA	1.144524097442627	HPA2	1	ACA1
242	sigmoid	0.1349414736032486	NA	43.986881256103516	NA	-1.3888524770736694	HSL1	1	ACA1
243	sigmoid	0.10898612439632416	NA	42.75028991699219	NA	2.9452264308929443	HSP12	1	ACA1
244	sigmoid	0.191218763589859	NA	44.29475784301758	NA	-1.2415019273757935	HSP26	1	ACA1
245	sigmoid	0.09821702539920807	NA	46.274131774902344	NA	-2.0052359104156494	HSP30	1	ACA1
246	sigmoid	0.10121577978134155	NA	39.212947845458984	NA	1.5929529666900635	HSP32	1	ACA1
247	sigmoid	0.09126636385917664	NA	36.402408599853516	NA	1.7521663904190063	HSP33	1	ACA1
248	sigmoid	0.2239016741514206	NA	24.944231033325195	NA	-0.7064037919044495	HSP78	1	ACA1
249	sigmoid	0.2883357107639313	NA	53.706260681152344	NA	-1.0771888494491577	HTA1	1	ACA1
250	sigmoid	0.3195270001888275	NA	57.13365173339844	NA	-1.313153862953186	HTA2	1	ACA1
251	sigmoid	0.2538105845451355	NA	48.26441192626953	NA	-1.1447874307632446	HTB1	1	ACA1
252	sigmoid	0.3021012544631958	NA	54.424598693847656	NA	-1.5046672821044922	HTB2	1	ACA1
253	sigmoid	0.2284662127494812	NA	17.76966094970703	NA	0.5973912477493286	HTL1	1	ACA1
254	sigmoid	0.27516722679138184	NA	49.885658264160156	NA	-0.6540479063987732	HTZ1	1	ACA1
255	sigmoid	0.1495453268289566	NA	36.818260192871094	NA	-0.5885519981384277	HUA2	1	ACA1
256	sigmoid	0.11087800562381744	NA	46.72593688964844	NA	-1.3986815214157104	HXK2	1	ACA1
257	sigmoid	0.08289166539907455	NA	39.83595275878906	NA	0.9493918418884277	HXT1	1	ACA1
258	sigmoid	0.2267361879348755	NA	51.55278778076172	NA	1.6831270456314087	HXT17	1	ACA1
259	sigmoid	0.45507949590682983	NA	18.95876693725586	NA	0.4151430130004883	HXT2	1	ACA1
260	sigmoid	0.2262154519557953	NA	43.93439865112305	NA	-0.799322783946991	HXT4	1	ACA1
261	sigmoid	0.2899312376976013	NA	44.017555236816406	NA	1.2024836540222168	HXT5	1	ACA1
262	sigmoid	0.32320886850357056	NA	41.769561767578125	NA	1.760757327079773	HXT6	1	ACA1
263	sigmoid	0.3132416903972626	NA	42.6583366394043	NA	1.4038208723068237	HXT7	1	ACA1
